NOX
0.98331
0.98331
0.98326
0.98326
0.98331
0.98331
0.98331
0.98331
0.983209
0.98326
0.98331
0.98326
0.98326
0.98326
0.983209
0.98331
0.98331
0.98326
0.98331
0.98331
0.983209
0.98326
0.98326
0.98331
0.98331
0.98331
0.98331
0.98331
0.98331
0.98326
0.98326
0.98331
0.98326
0.98326
0.98331
0.98326
0.98331
0.98331
0.98331
0.98326
0.98326
0.98326
0.98326
0.98326
0.98326
0.983209
0.98326
0.983209
0.98326
0.98326
0.98326
0.98326
0.98326
0.98326
0.98331
0.98326
0.98331
0.98326
0.98326
0.98326
0.98331
0.98326
0.98331
0.98326
0.98326
0.98326
0.98326
0.983209
0.98331
0.98326
0.98326
0.98326
0.98326
0.98326
0.98326
0.983209
0.98326
0.98331
0.983209
0.98331
0.983209
0.98326
0.98326
0.983209
0.98326
0.983209
0.983209
0.98326
0.983209
0.983209
0.98326
0.983209
0.98326
0.983209
0.983209
0.98326
0.983209
0.983209
0.98326
0.983209
0.983209
0.983209
0.983209
0.98326
0.98326
0.983209
0.98326
0.983209
0.98326
0.983209
0.983209
0.98331
0.98326
0.98326
0.983209
0.98326
0.983209
0.983209
0.98326
0.983209
0.98326
0.983209
0.98326
0.983209
0.98326
0.98326
0.98326
0.98326
0.98326
0.98326
0.98326
0.98326
0.983209
0.983209
0.983209
0.98326
0.98326
0.983209
0.983209
0.98326
0.983209
0.98326
0.98326
0.98331
0.98326
0.98326
0.98326
0.98326
0.98326
0.98326
0.983209
0.98326
0.98326
0.98331
0.983209
0.98326
0.98331
0.98326
0.983209
0.983209
0.983209
0.983209
0.98326
0.98326
0.98326
0.98326
0.98326
0.983209
0.98326
0.98326
0.98326
0.98326
0.98326
0.98326
0.983209
0.98326
0.983209
0.98326
0.983209
0.98326
0.98331
0.98326
0.983209
0.98326
0.98326
0.98326
0.98331
0.983209
0.98326
0.98326
0.983209
0.98326
0.983209
0.98326
0.98326
0.983209
0.983209
0.98326
0.98326
0.98326
0.98326
0.98326
0.983209
0.983209
0.983209
0.98326
0.983209
0.983209
0.98326
0.98326
0.98326
0.98326
0.98326
0.98326
0.983209
0.983209
0.983209
0.98326
0.98326
0.983209
0.98326
0.983209
0.983209
0.983209
0.98326
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.98326
0.98326
0.98326
0.98326
0.98326
0.983209
0.983209
0.983209
0.983209
0.98326
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.98326
0.983209
0.98326
0.98326
0.98326
0.98326
0.98331
0.98326
0.98331
0.98326
0.98326
0.98326
0.98331
0.98331
0.98326
0.98331
0.983209
0.98326
0.98326
0.98326
0.98326
0.98326
0.98326
0.98326
0.98326
0.983209
0.98326
0.983209
0.983209
0.983209
0.98326
0.98326
0.98326
0.983209
0.98326
0.983209
0.983209
0.98326
0.983209
0.983209
0.98326
0.983209
0.98326
0.983209
0.98326
0.983209
0.983209
0.983209
0.98326
0.98326
0.98326
0.983209
0.983209
0.983209
0.98326
0.98326
0.98326
0.983209
0.98331
0.98326
0.98326
0.98326
0.98326
0.98331
0.983209
0.98326
0.98331
0.98326
0.98326
0.983209
0.983209
0.98331
0.98326
0.983209
0.98326
0.98331
0.98331
0.98326
0.98331
0.98326
0.98331
0.98331
0.98331
0.98326
0.98331
0.98326
0.98331
0.98326
0.98331
0.98326
0.98331
0.98331
0.98326
0.98326
0.98331
0.98326
0.98326
0.983209
0.98326
0.98326
0.98331
0.98326
0.98331
0.98331
0.98331
0.98331
0.98326
0.98326
0.98331
0.98326
0.98326
0.98331
0.98331
0.98326
0.98331
0.983209
0.98326
0.98331
0.983209
0.98326
0.98326
0.98326
0.98326
0.98326
0.98326
0.98326
0.98331
0.98331
0.983209
0.98331
0.98331
0.98331
0.98326
0.98326
0.98331
0.98326
0.98331
0.98326
0.983209
0.983209
0.98326
0.98326
0.983209
0.98326
0.983209
0.98331
0.98331
0.98326
0.98331
0.98326
0.98326
0.98331
0.98326
0.98326
0.98326
0.98326
0.98326
0.983209
0.98326
0.98326
0.983209
0.983209
0.983209
0.983209
0.98326
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.98326
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.98326
0.983209
0.983209
0.983209
0.983209
0.983209
0.98326
0.98326
0.98326
0.98326
0.98326
0.98326
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.98326
0.983209
0.983209
0.98326
0.98326
0.983209
0.983209
0.983209
0.98326
0.98331
0.98326
0.983209
0.98326
0.983209
0.983209
0.983209
0.98326
0.983209
0.98326
0.983209
0.983209
0.983209
0.983209
0.98326
0.98326
0.98326
0.98326
0.983209
0.983209
0.98326
0.98326
0.98326
0.98326
0.983209
0.983209
0.983209
0.983209
0.983209
0.98326
0.983209
0.983209
0.98326
0.983209
0.98326
0.98326
0.98331
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.98326
0.98326
0.983209
0.98326
0.983209
0.983209
0.98326
0.98326
0.983209
0.98326
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.98326
0.983209
0.983209
0.983209
0.983209
0.983209
0.98326
0.983209
0.98326
0.98326
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.983209
0.98326
0.983209
0.983209
0.983209
0.983209
0.98326
0.983209
0.983209
0.983209
0.983209
0.98326
0.98326
0.98326
0.983209
0.983209
0.983209
0.983209
0.983209
0.98326
0.98326
0.98326
0.983209
0.983209
0.983209
0.98326
0.98326
0.98326
0.983209
0.98326
0.98326
0.983209
0.98326
0.983209
0.98326
